topic_id,run_tag,team,answer_id,assessment,reasoning
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-4,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-5,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-6,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-7,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-8,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-9,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-10,supports,"The report states that UEFA may use judicial and sporting measures, which aligns with the expectation of legal action by other leagues."
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-11,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-12,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run03_100SegmentsNoExpansion,SCIAI,na-13,none,none
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-1,supports,"The report states the Super League would have 15 permanent founding clubs, matching the description of a proposed league composed of 15 founding teams."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-2,partial,"The report confirms the league would include clubs from Italy, Spain, and the UK, but notes German and French clubs refused to join, so the ""possibly France and Germany"" part is not supported."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-3,supports,"The report describes UEFA threatening bans and legal action, indicating the Super League would conflict with existing UEFA competitions such as the Champions League."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-4,none,"The report does not identify who proposed the league; it only quotes club presidents and mentions clubs, but not that Real Madrid owners were the proposers."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-5,supports,"The report lists the same twelve clubs (six English, three Spanish, three Italian) that the answer enumerates as originally agreeing to join."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-6,supports,"The report mentions a projected €10 billion revenue and €3.5 billion allocated to clubs, indicating greater economic growth for the participants."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-7,contradicts,"The answer says each team would receive €3.5 billion; the report says €3.5 billion is allocated to founding clubs (collectively), not per team, which contradicts the answer."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-8,partial,"The report notes German clubs publicly refused to join, showing lack of interest, but does not state they preferred the Champions League structure."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-9,none,The report does not mention fan protests or opposition to changing tradition.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-10,supports,"The report cites UEFA threatening legal action against clubs and players, matching the expectation of legal action by other leagues."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-11,none,No information about Sporting News' founding date is provided.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-12,none,The report does not discuss current ownership of Sporting News.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_04_Eight,SCIAI,na-13,none,The report does not give any background on author Mike DeCourcy.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-1,none,"The report does not mention the number of founding teams, so it provides no support."
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-2,partial,"The report notes involvement of clubs from Spain, England, and Italy, matching part of the described composition (Italy, Spain, UK). It does not mention France or Germany, so support is partial."
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-3,none,The report does not state that the Super League would conflict with the current Champions League.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-4,partial,"The report says Florentino Pérez (Real Madrid president) revived the league, indicating Real Madrid involvement but not specifically the owners. This is partial support."
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-5,partial,"The report mentions discussions with clubs from Spain, England, and Italy but does not list the specific clubs named in the answer. This gives partial support."
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-6,partial,"The report links financial difficulties (2020 global events) to advancing the concept, implying a financial/economic motive, but does not explicitly state greater economic growth. Partial support."
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-7,none,No monetary figure such as €3.5 billion is mentioned.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-8,none,German teams are not discussed.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-9,none,No mention of supporter protests or opposition to tradition.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-10,none,Legal action is not referenced.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-11,none,No information about Sporting News' founding date.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-12,none,Ownership of Sporting News is not addressed.
msmarco_v2.1_doc_52_1666095905,ConvF_all-t12_5_RG,TREMA-UNH,na-13,none,The author’s experience is not mentioned.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-1,none,none
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-2,none,The report does not mention which countries or clubs would be involved.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-3,supports,"The report states UEFA could ban clubs and players from all UEFA competitions, implying a direct conflict with the existing Champions League."
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-4,none,No information about who proposed the league is given.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-5,none,The report does not list the clubs that originally agreed to join.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-6,none,Economic growth for the clubs is not discussed.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-7,none,No mention of a €3.5 billion payment per club.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-8,none,German clubs’ stance is not addressed.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-9,none,The report does not describe fan protests or opposition.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-10,supports,"It notes UEFA could take judicial (legal) measures against the Super League, matching the expectation of legal action."
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-11,supports,The report explicitly says Sporting News was established in 1886.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-12,none,Ownership by Sporting News Holdings is not mentioned.
msmarco_v2.1_doc_52_1666095905,Team02_Run02_100SegmentsExpansion,SCIAI,na-13,supports,"The report describes Mike DeCourcy as having 30 years of reporting experience, indicating he is an experienced sports writer."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-1,supports,"The report states the league will have 15 permanent members (founding clubs), matching the description of a league composed of 15 founding teams."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-2,none,"The report only lists the English clubs and does not mention clubs from Italy, Spain, France or Germany."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-3,partial,"The report notes strong UEFA opposition, which implies a conflict with existing UEFA competitions such as the Champions League, but it does not state this explicitly."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-4,none,No mention of Real Madrid owners or their role in proposing the league.
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-5,partial,"The report lists the six English clubs that were part of the original agreement, which is a subset of the full list required by the answer."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-6,supports,"The report describes the league as being driven by clubs’ desire to increase revenue and power, i.e., greater economic growth for the teams."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-7,none,"The report mentions a $5 billion underwriting pledge, not a €3.5 billion payment per club."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-8,none,No information about German clubs’ stance is provided.
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-9,supports,"The report cites widespread criticism and opposition from fans, players, and governments, indicating protests against the league."
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-10,none,The report does not discuss any expected legal action.
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-11,none,No details about Sporting News’ founding date are given.
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-12,none,The report does not mention the current ownership of Sporting News.
msmarco_v2.1_doc_52_1666095905,cru-ablR_,HLTCOE,na-13,none,The report does not provide any information about Mike DeCourcy’s experience as a sports writer.
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-1,contradicts,contradicts
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-2,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-3,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-4,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-5,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-6,supports,supports
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-7,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-8,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-9,supports,supports
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-10,supports,supports
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-11,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-12,none,none
msmarco_v2.1_doc_52_1666095905,SK_MI_2_RG,TREMA-UNH,na-13,none,none
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-1,contradicts,"The report says the plan was for 20 founding members, which conflicts with the answer stating 15 founding teams."
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-2,partial,"The report mentions clubs from Spain (Real Madrid) and the UK (Manchester United) but does not mention clubs from Italy, France or Germany, so it only partially matches the described composition."
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-3,none,No mention of any conflict with the Champions League.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-4,none,The report identifies Florentino Perez (president) and Joel Glazer (vice‑chairman) but does not say the owners of Real Madrid proposed the league.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-5,partial,"Only two of the listed clubs (Real Madrid and Manchester United) are mentioned; the full list is not provided, so the support is partial."
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-6,supports,"The report states the league was intended to alleviate financial challenges and provide enhanced solidarity payments, which aligns with the idea of greater economic growth for the clubs."
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-7,none,No figure of €3.5 billion per team is mentioned.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-8,none,German clubs are not discussed.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-9,none,No reference to fan protests or opposition to tradition.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-10,none,Legal action by other leagues is not mentioned.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-11,none,No information about Sporting News’ founding date.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-12,none,No information about current ownership of Sporting News.
msmarco_v2.1_doc_52_1666095905,ConvF_all_MI_5_RG,TREMA-UNH,na-13,none,The report does not discuss Mike DeCourcy’s experience.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-1,supports,"The report states the league will have 15 founding members, matching the description of a proposed league composed of 15 founding teams."
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-2,partial,"The report lists the English clubs that are founding members but does not mention the Italian, Spanish, French or German clubs, so it only partially matches the expected composition."
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-3,none,The report does not explicitly say the Super League would conflict with the current Champions League.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-4,none,No mention of Real Madrid owners is present.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-5,partial,"The report names the six English clubs but omits the Spanish and Italian clubs, providing only part of the full list."
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-6,supports,"The report emphasizes the financial motivation, expected large revenues and uncapped solidarity payments, indicating greater economic growth for the clubs."
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-7,none,The report mentions a $5 billion underwriting and overall revenue figures but does not state a €3.5 billion payment per team.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-8,none,German teams are not discussed.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-9,none,The report notes political opposition but does not describe fan or supporter protests.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-10,supports,"The report says UEFA has threatened legal action, matching the expectation of legal action by other leagues."
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-11,none,No information about Sporting News' founding date.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-12,none,No information about Sporting News ownership.
msmarco_v2.1_doc_52_1666095905,cru-confirm-ansR_,HLTCOE,na-13,none,The report does not comment on Mike DeCourcy’s experience as a sports writer.
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-9,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-10,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-11,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-12,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_14b_r4,DUTH_XANTHI,na-13,none,none
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-1,partial,"The report references the 15‑team permanent model but does not explicitly define the Super League as a proposed league composed of 15 founding teams, so support is only partial."
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-2,none,"The report does not list the national composition of the proposed league (Italy, Spain, UK, possibly France/Germany)."
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-3,none,No statement in the report indicates that the Super League would conflict with the current Champions League.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-4,none,The report makes no mention of Real Madrid owners being the proposers.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-5,none,The report does not enumerate the clubs that originally agreed to join.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-6,none,The report cites a revenue drop for top clubs but does not claim the league would provide greater economic growth.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-7,contradicts,"The answer says each team would receive €3.5 billion; the report says J.P. Morgan provided €3.5 billion financing overall, which contradicts the per‑team claim."
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-8,partial,"The report notes that Bayern Munich and Borussia Dortmund rejected the Super League, supporting the claim that German teams were not interested, but it does not state they preferred the Champions League structure, so support is partial."
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-9,none,No mention of fan protests or opposition to changing tradition.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-10,none,The report discusses a court case but does not indicate that legal action by other leagues was expected.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-11,none,No historical information about Sporting News’ founding year.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-12,supports,The report explicitly states that Sporting News is owned by Sporting News Holdings.
msmarco_v2.1_doc_52_1666095905,garag_rubric,WaterlooClarke,na-13,none,The report does not mention Mike DeCourcy’s experience.
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-1,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-2,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-3,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-4,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-5,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-6,partial,partial
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-7,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-8,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-9,partial,partial
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-10,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-11,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-12,none,none
msmarco_v2.1_doc_52_1666095905,03_01_Baseline,SCIAI,na-13,partial,partial
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-9,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-10,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-11,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-12,none,none
msmarco_v2.1_doc_52_1666095905,garamp_dragun_t2_q7b,DUTH_XANTHI,na-13,none,none
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-1,contradicts,"The report states there are 12 founding members, contradicting the answer that the league would be composed of 15 founding teams."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-2,partial,"The report confirms clubs from Italy, Spain, and the UK, but gives no evidence of French or German clubs being part of the league (in fact it notes a German club rejected it). This partially matches the core of the answer."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-3,none,The report does not discuss any conflict with the current Champions League.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-4,none,"The report mentions Real Madrid’s president supporting the league and Joel Glazer’s role, but does not state that the owners of Real Madrid proposed it."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-5,supports,The report lists exactly the clubs named in the answer as the original agreeing members.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-6,partial,"The mention of $5 billion in funding implies a financial incentive, which aligns with the idea of greater economic growth, though the report does not state growth explicitly."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-7,contradicts,"The answer claims each team would receive €3.5 billion; the report instead says a total of $5 billion was pledged, which contradicts the per‑team figure."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-8,partial,"The report notes a German club (Borussia Dortmund) rejected the plan, matching the first part of the answer; it does not mention a preference for the Champions League structure."
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-9,none,No mention of fan protests or opposition to changing tradition is present.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-10,none,The report does not discuss expected legal action by other leagues.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-11,none,No information about Sporting News’s founding date is provided.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-12,none,The report does not mention current ownership of Sporting News.
msmarco_v2.1_doc_52_1666095905,cru-clod-ablR-conf_,HLTCOE,na-13,none,The report contains no details about Mike DeCourcy’s experience as a sports writer.
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-9,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-10,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-11,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-12,none,none
msmarco_v2.1_doc_52_1666095905,garamp_qwen25_3b_t2,DUTH_XANTHI,na-13,none,none
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-1,contradicts,"The report says there are 12 founding members, while the expected answer says 15 founding teams, so the information contradicts the answer."
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-2,supports,"The report lists clubs from Italy, Spain, and the UK and notes that French and German clubs were thanked for refusing, implying they were possible participants. This aligns with the answer that the league would have been composed of those countries, possibly including France and Germany."
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-3,none,The report does not mention any conflict with the current Champions League.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-4,none,The report names owners/vice‑chairmen from several clubs but does not say the proposal came from Real Madrid owners.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-5,supports,The report enumerates exactly the clubs listed in the answer as the original agreeing members.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-6,none,No statement in the report refers to greater economic growth for the clubs.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-7,contradicts,"The answer claims each team would receive €3.5 billion; the report says J.P. Morgan provided a total of $5 billion, which contradicts the per‑team figure."
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-8,partial,"The report notes that German clubs refused to join, matching the first part of the answer, but it does not mention their preference for the Champions League structure, so the support is partial."
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-9,none,The report contains no mention of fan protests or opposition to tradition.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-10,none,Legal action is not discussed in the report.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-11,none,No information about Sporting News’ founding year is provided.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-12,none,The report does not address current ownership of Sporting News.
msmarco_v2.1_doc_52_1666095905,cru-cloch-ablR-conf_,HLTCOE,na-13,none,The report does not describe the author’s experience as a sports writer.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-1,partial,"The report describes the ESL as announced by twelve founding clubs, which aligns with the idea of a proposed league but does not match the specific number (15) given in the answer. This provides some correct information but not the full detail, so it is a partial match."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-2,supports,"The report states the league would consist of clubs from England (UK), Spain, and Italy and notes the absence of French and German clubs, matching the answer’s description of the intended composition."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-3,partial,"The report mentions UEFA warning of bans from UEFA competitions, implying a conflict with existing UEFA tournaments such as the Champions League, but it does not name the Champions League explicitly. This gives partial support for the conflict."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-4,none,The report does not discuss who proposed the league or mention Real Madrid owners.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-5,partial,"The report notes twelve founding clubs – six English, three Spanish, three Italian – which corresponds to the clubs listed in the answer, though it does not name each club individually. This is a partial match."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-6,none,No economic‑growth rationale is mentioned in the report.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-7,none,The report does not mention a €3.5 billion payout to clubs.
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-8,partial,"The report says German clubs were absent, indicating lack of interest, but it does not state that they preferred the Champions League structure. Hence only part of the answer is covered."
msmarco_v2.1_doc_52_1666095905,SCIAI_03_02_Three,SCIAI,na-9,supports,"The report describes near‑universal opposition from fans and other stakeholders, indicating that supporters protested and were against the change."
